UF;NOME DO MUNICÍPIO;country;population;ibgeID
PR;Ouro Verde do Oeste;Brazil;5996;4117453
SP;Ouroeste;Brazil;10361;3534757
BA;Ourolândia;Brazil;17451;2923357
GO;Ouvidor;Brazil;6667;5215504
SP;Pacaembu;Brazil;14197;3534906
PA;Pacajá;Brazil;47706;1505486
CE;Pacajus;Brazil;72203;2309607
RR;Pacaraima;Brazil;17401;1400456
CE;Pacatuba;Brazil;83432;2309706
SE;Pacatuba;Brazil;14428;2804904
MA;Paço do Lumiar;Brazil;122197;2107506
CE;Pacoti;Brazil;12261;2309805
CE;Pacujá;Brazil;6533;2309904
GO;Padre Bernardo;Brazil;33835;5215603
MG;Padre Carvalho;Brazil;6378;3146255
PI;Padre Marcos;Brazil;6868;2207207
MG;Padre Paraíso;Brazil;20154;3146305
PI;Paes Landim;Brazil;4129;2207306
MG;Pai Pedro;Brazil;6089;3146552
SC;Paial;Brazil;1505;4211876
PR;Paiçandu;Brazil;41281;4117503
RS;Paim Filho;Brazil;3828;4313607
MG;Paineiras;Brazil;4486;3146404
SC;Painel;Brazil;2359;4211892
MG;Pains;Brazil;8283;3146503
MG;Paiva;Brazil;1529;3146602
PI;Pajeú do Piauí;Brazil;3389;2207355
AL;Palestina;Brazil;5011;2706208
SP;Palestina;Brazil;12957;3535002
GO;Palestina de Goiás;Brazil;3464;5215652
PA;Palestina do Pará;Brazil;7589;1505494
CE;Palhano;Brazil;9386;2310001
SC;Palhoça;Brazil;171797;4211900
MG;Palma;Brazil;6616;3146701
SC;Palma Sola;Brazil;7423;4212007
CE;Palmácia;Brazil;13322;2310100
PE;Palmares;Brazil;63250;2610004
RS;Palmares do Sul;Brazil;11318;4313656
SP;Palmares Paulista;Brazil;13275;3535101
TO;Palmas;Brazil;299127;1721000
PR;Palmas;Brazil;50986;4117602
BA;Palmas de Monte Alto;Brazil;21750;2923407
PR;Palmeira;Brazil;33877;4117701
SC;Palmeira;Brazil;2627;4212056
RS;Palmeira das Missões;Brazil;33303;4313706
PI;Palmeira do Piauí;Brazil;5043;2207405
SP;Palmeira d'Oeste;Brazil;9283;3535200
AL;Palmeira dos Índios;Brazil;73218;2706307
PI;Palmeirais;Brazil;14539;2207504
MA;Palmeirândia;Brazil;19722;2107605
TO;Palmeirante;Brazil;6026;1715705
BA;Palmeiras;Brazil;9019;2923506
GO;Palmeiras de Goiás;Brazil;28858;5215702
TO;Palmeiras do Tocantins;Brazil;6658;1713809
PE;Palmeirina;Brazil;7693;2610103
TO;Palmeirópolis;Brazil;7659;1715754
GO;Palmelo;Brazil;2381;5215801
GO;Palminópolis;Brazil;3585;5215900
SP;Palmital;Brazil;22221;3535309
PR;Palmital;Brazil;13172;4117800
RS;Palmitinho;Brazil;7057;4313805
SC;Palmitos;Brazil;16169;4212106
MG;Palmópolis;Brazil;5507;3146750
PR;Palotina;Brazil;31846;4117909
GO;Panamá;Brazil;2615;5216007
RS;Panambi;Brazil;43667;4313904
ES;Pancas;Brazil;23184;3204005
PE;Panelas;Brazil;26474;2610202
SP;Panorama;Brazil;15777;3535408
RS;Pantano Grande;Brazil;9174;4313953
AL;Pão de Açúcar;Brazil;24399;2706406
MG;Papagaios;Brazil;15674;3146909
SC;Papanduva;Brazil;19320;4212205
PI;Paquetá;Brazil;3945;2207553
MG;Pará de Minas;Brazil;93969;3147105
RJ;Paracambi;Brazil;52257;3303609
MG;Paracatu;Brazil;93158;3147006
CE;Paracuru;Brazil;35076;2310209
PA;Paragominas;Brazil;113145;1505502
MG;Paraguaçu;Brazil;21513;3147204
SP;Paraguaçu Paulista;Brazil;45703;3535507
RS;Paraí;Brazil;7657;4314001
RJ;Paraíba do Sul;Brazil;44285;3303708
MA;Paraibano;Brazil;21386;2107704
SP;Paraibuna;Brazil;18222;3535606
CE;Paraipaba;Brazil;32744;2310258
SP;Paraíso;Brazil;6454;3535705
SC;Paraíso;Brazil;3437;4212239
MS;Paraíso das Águas;Brazil;5555;5006275
PR;Paraíso do Norte;Brazil;13830;4118006
RS;Paraíso do Sul;Brazil;7611;4314027
TO;Paraíso do Tocantins;Brazil;51252;1716109
MG;Paraisópolis;Brazil;21083;3147303
CE;Parambu;Brazil;31521;2310308
BA;Paramirim;Brazil;21607;2923605
CE;Paramoti;Brazil;12226;2310407
RN;Paraná;Brazil;4254;2408607
TO;Paranã;Brazil;10449;1716208
PR;Paranacity;Brazil;11472;4118105
PR;Paranaguá;Brazil;154936;4118204
MS;Paranaíba;Brazil;42148;5006309
GO;Paranaiguara;Brazil;10057;5216304
MT;Paranaíta;Brazil;11225;5106299
SP;Paranapanema;Brazil;20197;3535804
PR;Paranapoema;Brazil;3203;4118303
SP;Paranapuã;Brazil;4078;3535903
PE;Paranatama;Brazil;11523;2610301
MT;Paranatinga;Brazil;22563;5106307
PR;Paranavaí;Brazil;88374;4118402
MS;Paranhos;Brazil;14228;5006358
MG;Paraopeba;Brazil;24540;3147402
SP;Parapuã;Brazil;10964;3536000
PB;Parari;Brazil;1771;2510659
BA;Paratinga;Brazil;32000;2923704
RJ;Paraty;Brazil;43165;3303807
RN;Paraú;Brazil;3768;2408706
PA;Parauapebas;Brazil;208273;1505536
GO;Paraúna;Brazil;10988;5216403
RN;Parazinho;Brazil;5237;2408805
SP;Pardinho;Brazil;6435;3536109
RS;Pareci Novo;Brazil;3837;4314035
RO;Parecis;Brazil;6074;1101450
RN;Parelhas;Brazil;21477;2408904
AL;Pariconha;Brazil;10533;2706422
AM;Parintins;Brazil;114273;1303403
BA;Paripiranga;Brazil;28989;2923803
AL;Paripueira;Brazil;13176;2706448
SP;Pariquera-Açu;Brazil;19648;3536208
SP;Parisi;Brazil;2161;3536257
PI;Parnaguá;Brazil;10791;2207603
PI;Parnaíba;Brazil;153078;2207702
RN;Parnamirim;Brazil;261469;2403251
PE;Parnamirim;Brazil;22010;2610400
MA;Parnarama;Brazil;34907;2107803
RS;Parobé;Brazil;58272;4314050
RN;Passa e Fica;Brazil;13277;2409100
MG;Passa Quatro;Brazil;16344;3147600
RS;Passa Sete;Brazil;5702;4314068
MG;Passa Tempo;Brazil;8084;3147709
MG;Passabém;Brazil;1649;3147501
RN;Passagem;Brazil;3089;2409209
PB;Passagem;Brazil;2419;2510709
MA;Passagem Franca;Brazil;19019;2107902
PI;Passagem Franca do Piauí;Brazil;4313;2207751
MG;Passa-Vinte;Brazil;2039;3147808
PE;Passira;Brazil;28933;2610509
AL;Passo de Camaragibe;Brazil;15245;2706505
SC;Passo de Torres;Brazil;8823;4212254
RS;Passo do Sobrado;Brazil;6535;4314076
RS;Passo Fundo;Brazil;203275;4314100
MG;Passos;Brazil;114679;3147907
SC;Passos Maia;Brazil;4147;4212270
MA;Pastos Bons;Brazil;19472;2108009
MG;Patis;Brazil;5972;3147956
PR;Pato Bragado;Brazil;5610;4118451
PR;Pato Branco;Brazil;82881;4118501
PB;Patos;Brazil;107605;2510808
MG;Patos de Minas;Brazil;152488;3148004
PI;Patos do Piauí;Brazil;6392;2207777
MG;Patrocínio;Brazil;90757;3148103
MG;Patrocínio do Muriaé;Brazil;5684;3148202
SP;Patrocínio Paulista;Brazil;14670;3536307
RN;Patu;Brazil;12755;2409308
RJ;Paty do Alferes;Brazil;27769;3303856
BA;Pau Brasil;Brazil;9831;2923902
PA;Pau D'Arco;Brazil;5483;1505551
TO;Pau D'Arco;Brazil;4849;1716307
PI;Pau D'Arco do Piauí;Brazil;4045;2207793
RN;Pau dos Ferros;Brazil;30394;2409407
PE;Paudalho;Brazil;56506;2610608
AM;Pauini;Brazil;19426;1303502
MG;Paula Cândido;Brazil;9571;3148301
PR;Paula Freitas;Brazil;5873;4118600
SP;Paulicéia;Brazil;7366;3536406
SP;Paulínia;Brazil;109424;3536505
MA;Paulino Neves;Brazil;16035;2108058
PB;Paulista;Brazil;12347;2510907
PE;Paulista;Brazil;331774;2610707
PI;Paulistana;Brazil;20523;2207801
SP;Paulistânia;Brazil;1833;3536570
MG;Paulistas;Brazil;4830;3148400
BA;Paulo Afonso;Brazil;117782;2924009
RS;Paulo Bento;Brazil;2293;4314134
SP;Paulo de Faria;Brazil;8945;3536604
PR;Paulo Frontin;Brazil;7354;4118709
AL;Paulo Jacinto;Brazil;7564;2706604
SC;Paulo Lopes;Brazil;7494;4212304
MA;Paulo Ramos;Brazil;21040;2108108
MG;Pavão;Brazil;8450;3148509
RS;Paverama;Brazil;8487;4314159
PI;Pavussu;Brazil;3677;2207850
BA;Pé de Serra;Brazil;13578;2924058
PR;Peabiru;Brazil;13996;4118808
MG;Peçanha;Brazil;17541;3148608
SP;Pederneiras;Brazil;46687;3536703
PE;Pedra;Brazil;22617;2610806
MG;Pedra Azul;Brazil;24324;3148707
SP;Pedra Bela;Brazil;6093;3536802
MG;Pedra Bonita;Brazil;7097;3148756
CE;Pedra Branca;Brazil;43258;2310506
PB;Pedra Branca;Brazil;3801;2511004
AP;Pedra Branca do Amapari;Brazil;16502;1600154
MG;Pedra do Anta;Brazil;3052;3148806
MG;Pedra do Indaiá;Brazil;3972;3148905
MG;Pedra Dourada;Brazil;2504;3149002
RN;Pedra Grande;Brazil;3237;2409506
PB;Pedra Lavrada;Brazil;7843;2511103
SE;Pedra Mole;Brazil;3261;2805000
RN;Pedra Preta;Brazil;2458;2409605
MT;Pedra Preta;Brazil;17626;5106372
MG;Pedralva;Brazil;11195;3149101
SP;Pedranópolis;Brazil;2494;3536901
BA;Pedrão;Brazil;7347;2924108
RS;Pedras Altas;Brazil;1982;4314175
PB;Pedras de Fogo;Brazil;28458;2511202
MG;Pedras de Maria da Cruz;Brazil;12107;3149150
SC;Pedras Grandes;Brazil;3976;4212403
SP;Pedregulho;Brazil;16744;3537008
SP;Pedreira;Brazil;47919;3537107
MA;Pedreiras;Brazil;39229;2108207
SE;Pedrinhas;Brazil;9602;2805109
SP;Pedrinhas Paulista;Brazil;3093;3537156
MG;Pedrinópolis;Brazil;3635;3149200
TO;Pedro Afonso;Brazil;13578;1716505
BA;Pedro Alexandre;Brazil;16667;2924207
RN;Pedro Avelino;Brazil;6716;2409704
ES;Pedro Canário;Brazil;26184;3204054
SP;Pedro de Toledo;Brazil;11331;3537206
MA;Pedro do Rosário;Brazil;25144;2108256
MS;Pedro Gomes;Brazil;7674;5006408
PI;Pedro II;Brazil;38742;2207900
PI;Pedro Laurentino;Brazil;2536;2207934
MG;Pedro Leopoldo;Brazil;64258;3149309
RS;Pedro Osório;Brazil;7730;4314209
PB;Pedro Régis;Brazil;6089;2512721
MG;Pedro Teixeira;Brazil;1807;3149408
RN;Pedro Velho;Brazil;14806;2409803
TO;Peixe;Brazil;11749;1716604
PA;Peixe-Boi;Brazil;8077;1505601
MT;Peixoto de Azevedo;Brazil;34976;5106422
RS;Pejuçara;Brazil;3874;4314308
RS;Pelotas;Brazil;342405;4314407
CE;Penaforte;Brazil;9077;2310605
MA;Penalva;Brazil;38470;2108306
SP;Penápolis;Brazil;63407;3537305
RN;Pendências;Brazil;15129;2409902
AL;Penedo;Brazil;63683;2706703
SC;Penha;Brazil;32531;4212502
CE;Pentecoste;Brazil;37751;2310704
MG;Pequeri;Brazil;3320;3149507
MG;Pequi;Brazil;4406;3149606
TO;Pequizeiro;Brazil;5477;1716653
MG;Perdigão;Brazil;11506;3149705
MG;Perdizes;Brazil;16168;3149804
MG;Perdões;Brazil;21390;3149903
SP;Pereira Barreto;Brazil;25669;3537404
SP;Pereiras;Brazil;8668;3537503
CE;Pereiro;Brazil;16307;2310803
MA;Peri Mirim;Brazil;14318;2108405
MG;Periquito;Brazil;6810;3149952
SC;Peritiba;Brazil;2787;4212601
MA;Peritoró;Brazil;23196;2108454
PR;Perobal;Brazil;6127;4118857
PR;Pérola;Brazil;11234;4118907
PR;Pérola d'Oeste;Brazil;6347;4119004
GO;Perolândia;Brazil;3129;5216452
SP;Peruíbe;Brazil;68284;3537602
MG;Pescador;Brazil;4252;3150000
SC;Pescaria Brava;Brazil;10091;4212650
PE;Pesqueira;Brazil;67395;2610905
PE;Petrolândia;Brazil;36548;2611002
SC;Petrolândia;Brazil;5937;4212700
PE;Petrolina;Brazil;349145;2611101
GO;Petrolina de Goiás;Brazil;10281;5216809
RJ;Petrópolis;Brazil;306191;3303906
AL;Piaçabuçu;Brazil;17827;2706802
SP;Piacatu;Brazil;5980;3537701
PB;Piancó;Brazil;16075;2511301
BA;Piatã;Brazil;17123;2924306
MG;Piau;Brazil;2748;3150109
RS;Picada Café;Brazil;5742;4314423
PA;Piçarra;Brazil;12981;1505635
PI;Picos;Brazil;78222;2208007
PB;Picuí;Brazil;18703;2511400
SP;Piedade;Brazil;55348;3537800
MG;Piedade de Caratinga;Brazil;8566;3150158
MG;Piedade de Ponte Nova;Brazil;4140;3150208
MG;Piedade do Rio Grande;Brazil;4497;3150307
MG;Piedade dos Gerais;Brazil;4982;3150406
PR;Piên;Brazil;12746;4119103
BA;Pilão Arcado;Brazil;35048;2924405
PB;Pilar;Brazil;11917;2511509
AL;Pilar;Brazil;35111;2706901
GO;Pilar de Goiás;Brazil;2253;5216908
SP;Pilar do Sul;Brazil;29185;3537909
RN;Pilões;Brazil;3838;2410009
PB;Pilões;Brazil;6635;2511608
PB;Pilõezinhos;Brazil;4976;2511707
MG;Pimenta;Brazil;8660;3150505
RO;Pimenta Bueno;Brazil;36660;1100189
PI;Pimenteiras;Brazil;12127;2208106
RO;Pimenteiras do Oeste;Brazil;2169;1101468
BA;Pindaí;Brazil;16260;2924504
SP;Pindamonhangaba;Brazil;168328;3538006
MA;Pindaré-Mirim;Brazil;32941;2108504
AL;Pindoba;Brazil;2908;2707008
BA;Pindobaçu;Brazil;20150;2924603
SP;Pindorama;Brazil;17049;3538105
TO;Pindorama do Tocantins;Brazil;4447;1717008
CE;Pindoretama;Brazil;20567;2310852
MG;Pingo-d'Água;Brazil;4941;3150539
PR;Pinhais;Brazil;132157;4119152
RS;Pinhal;Brazil;2579;4314456
RS;Pinhal da Serra;Brazil;1941;4314464
PR;Pinhal de São Bento;Brazil;2731;4119251
RS;Pinhal Grande;Brazil;4350;4314472
PR;Pinhalão;Brazil;6326;4119202
SP;Pinhalzinho;Brazil;15207;3538204
SC;Pinhalzinho;Brazil;20313;4212908
SE;Pinhão;Brazil;6576;2805208
PR;Pinhão;Brazil;32391;4119301
RJ;Pinheiral;Brazil;25156;3303955
RS;Pinheirinho do Vale;Brazil;4871;4314498
MA;Pinheiro;Brazil;83387;2108603
RS;Pinheiro Machado;Brazil;12271;4314506
SC;Pinheiro Preto;Brazil;3555;4213005
ES;Pinheiros;Brazil;27047;3204104
BA;Pintadas;Brazil;10437;2924652
RS;Pinto Bandeira;Brazil;3003;4314548
MG;Pintópolis;Brazil;7507;3150570
PI;Pio IX;Brazil;18425;2208205
MA;Pio XII;Brazil;21485;2108702
SP;Piquerobi;Brazil;3692;3538303
CE;Piquet Carneiro;Brazil;16959;2310902
SP;Piquete;Brazil;13657;3538501
SP;Piracaia;Brazil;27303;3538600
GO;Piracanjuba;Brazil;24524;5217104
MG;Piracema;Brazil;6409;3150604
SP;Piracicaba;Brazil;404142;3538709
PI;Piracuruca;Brazil;28791;2208304
RJ;Piraí;Brazil;29277;3304003
BA;Piraí do Norte;Brazil;10023;2924678
PR;Piraí do Sul;Brazil;25463;4119400
SP;Piraju;Brazil;29806;3538808
MG;Pirajuba;Brazil;6199;3150703
SP;Pirajuí;Brazil;25492;3538907
SE;Pirambu;Brazil;9280;2805307
MG;Piranga;Brazil;17626;3150802
SP;Pirangi;Brazil;11417;3539004
MG;Piranguçu;Brazil;5472;3150901
MG;Piranguinho;Brazil;8596;3151008
AL;Piranhas;Brazil;25039;2707107
GO;Piranhas;Brazil;10385;5217203
MA;Pirapemas;Brazil;18625;2108801
MG;Pirapetinga;Brazil;10752;3151107
RS;Pirapó;Brazil;2304;4314555
MG;Pirapora;Brazil;56428;3151206
SP;Pirapora do Bom Jesus;Brazil;18895;3539103
SP;Pirapozinho;Brazil;27527;3539202
PR;Piraquara;Brazil;113036;4119509
TO;Piraquê;Brazil;3028;1717206
SP;Pirassununga;Brazil;76409;3539301
RS;Piratini;Brazil;20663;4314605
SP;Piratininga;Brazil;13636;3539400
SC;Piratuba;Brazil;3854;4213104
MG;Piraúba;Brazil;10787;3151305
GO;Pirenópolis;Brazil;24908;5217302
GO;Pires do Rio;Brazil;31458;5217401
CE;Pires Ferreira;Brazil;10951;2310951
BA;Piripá;Brazil;10707;2924702
PI;Piripiri;Brazil;63742;2208403
BA;Piritiba;Brazil;24755;2924801
PB;Pirpirituba;Brazil;10579;2511806
PR;Pitanga;Brazil;30310;4119608
SP;Pitangueiras;Brazil;39719;3539509
PR;Pitangueiras;Brazil;3224;4119657
MG;Pitangui;Brazil;27989;3151404
PB;Pitimbu;Brazil;19065;2511905
TO;Pium;Brazil;7654;1717503
ES;Piúma;Brazil;21711;3204203
MG;Piumhi;Brazil;34691;3151503
PA;Placas;Brazil;30982;1505650
AC;Plácido de Castro;Brazil;19761;1200385
GO;Planaltina;Brazil;89918;5217609
PR;Planaltina do Paraná;Brazil;4263;4119707
BA;Planaltino;Brazil;9322;2924900
BA;Planalto;Brazil;26265;2925006
SP;Planalto;Brazil;5237;3539608
PR;Planalto;Brazil;13479;4119806
RS;Planalto;Brazil;10084;4314704
SC;Planalto Alegre;Brazil;2870;4213153
MT;Planalto da Serra;Brazil;2662;5106455
MG;Planura;Brazil;12133;3151602
SP;Platina;Brazil;3550;3539707
SP;Poá;Brazil;117452;3539806
PE;Poção;Brazil;11302;2611200
MA;Poção de Pedras;Brazil;17873;2108900
PB;Pocinhos;Brazil;18564;2512002
RN;Poço Branco;Brazil;15413;2410108
PB;Poço Dantas;Brazil;3888;2512036
RS;Poço das Antas;Brazil;2098;4314753
AL;Poço das Trincheiras;Brazil;14386;2707206
PB;Poço de José de Moura;Brazil;4307;2512077
MG;Poço Fundo;Brazil;16791;3151701
SE;Poço Redondo;Brazil;34775;2805406
SE;Poço Verde;Brazil;23728;2805505
BA;Poções;Brazil;46871;2925105
MT;Poconé;Brazil;32843;5106505
MG;Poços de Caldas;Brazil;167397;3151800
MG;Pocrane;Brazil;8432;3151909
BA;Pojuca;Brazil;39519;2925204
SP;Poloni;Brazil;6059;3539905
PB;Pombal;Brazil;32801;2512101
PE;Pombos;Brazil;27091;2611309
SC;Pomerode;Brazil;33447;4213203
SP;Pompéia;Brazil;22014;3540002
MG;Pompéu;Brazil;31812;3152006
SP;Pongaí;Brazil;3416;3540101
PA;Ponta de Pedras;Brazil;31082;1505700
PR;Ponta Grossa;Brazil;351736;4119905
MS;Ponta Porã;Brazil;92526;5006606
SP;Pontal;Brazil;49961;3540200
MT;Pontal do Araguaia;Brazil;6711;5106653
PR;Pontal do Paraná;Brazil;27284;4119954
GO;Pontalina;Brazil;17819;5217708
SP;Pontalinda;Brazil;4628;3540259
RS;Pontão;Brazil;3904;4314779
SC;Ponte Alta;Brazil;4682;4213302
TO;Ponte Alta do Bom Jesus;Brazil;4596;1717800
SC;Ponte Alta do Norte;Brazil;3414;4213351
TO;Ponte Alta do Tocantins;Brazil;8039;1717909
MT;Ponte Branca;Brazil;1576;5106703
MG;Ponte Nova;Brazil;59742;3152105
RS;Ponte Preta;Brazil;1547;4314787
SC;Ponte Serrada;Brazil;11593;4213401
MT;Pontes e Lacerda;Brazil;45436;5106752
SP;Pontes Gestal;Brazil;2577;3540309
ES;Ponto Belo;Brazil;7863;3204252
MG;Ponto Chique;Brazil;4261;3152131
MG;Ponto dos Volantes;Brazil;12121;3152170
BA;Ponto Novo;Brazil;14914;2925253
SP;Populina;Brazil;4169;3540408
CE;Poranga;Brazil;12336;2311009
SP;Porangaba;Brazil;9925;3540507
GO;Porangatu;Brazil;45394;5218003
RJ;Porciúncula;Brazil;18847;3304102
PR;Porecatu;Brazil;12914;4120002
RN;Portalegre;Brazil;7867;2410207
RS;Portão;Brazil;37079;4314803
GO;Porteirão;Brazil;3881;5218052
CE;Porteiras;Brazil;14996;2311108
MG;Porteirinha;Brazil;37906;3152204
PA;Portel;Brazil;62043;1505809
GO;Portelândia;Brazil;4011;5218102
PI;Porto;Brazil;12568;2208502
AC;Porto Acre;Brazil;18504;1200807
RS;Porto Alegre;Brazil;1483771;4314902
MT;Porto Alegre do Norte;Brazil;12517;5106778
PI;Porto Alegre do Piauí;Brazil;2710;2208551
TO;Porto Alegre do Tocantins;Brazil;3139;1718006
PR;Porto Amazonas;Brazil;4848;4120101
PR;Porto Barreiro;Brazil;3237;4120150
SC;Porto Belo;Brazil;21388;4213500
AL;Porto Calvo;Brazil;27165;2707305
SE;Porto da Folha;Brazil;28596;2805604
PA;Porto de Moz;Brazil;41135;1505908
AL;Porto de Pedras;Brazil;7786;2707404
RN;Porto do Mangue;Brazil;6437;2410256
MT;Porto dos Gaúchos;Brazil;5410;5106802
MT;Porto Esperidião;Brazil;12017;5106828
MT;Porto Estrela;Brazil;2963;5106851
SP;Porto Feliz;Brazil;53098;3540606
SP;Porto Ferreira;Brazil;56150;3540705
MG;Porto Firme;Brazil;11279;3152303
MA;Porto Franco;Brazil;23885;2109007
AP;Porto Grande;Brazil;21971;1600535
RS;Porto Lucena;Brazil;4678;4315008
RS;Porto Mauá;Brazil;2374;4315057
MS;Porto Murtinho;Brazil;17131;5006903
TO;Porto Nacional;Brazil;53010;1718204
RJ;Porto Real;Brazil;19683;3304110
AL;Porto Real do Colégio;Brazil;20066;2707503
PR;Porto Rico;Brazil;2559;4120200
MA;Porto Rico do Maranhão;Brazil;5975;2109056
BA;Porto Seguro;Brazil;148686;2925303
SC;Porto União;Brazil;35398;4213609
RO;Porto Velho;Brazil;529544;1100205
RS;Porto Vera Cruz;Brazil;1360;4315073
PR;Porto Vitória;Brazil;4065;4120309
AC;Porto Walter;Brazil;11982;1200393
RS;Porto Xavier;Brazil;10246;4315107
GO;Posse;Brazil;36900;5218300
MG;Poté;Brazil;16555;3152402
CE;Potengi;Brazil;11045;2311207
SP;Potim;Brazil;24643;3540754
BA;Potiraguá;Brazil;7224;2925402
SP;Potirendaba;Brazil;17361;3540804
CE;Potiretama;Brazil;6419;2311231
MG;Pouso Alegre;Brazil;150737;3152501
MG;Pouso Alto;Brazil;5940;3152600
RS;Pouso Novo;Brazil;1639;4315131
SC;Pouso Redondo;Brazil;17453;4213708
MT;Poxoréu;Brazil;16219;5107008
SP;Pracinha;Brazil;4093;3540853
AP;Pracuúba;Brazil;5120;1600550
BA;Prado;Brazil;28174;2925501
PR;Prado Ferreira;Brazil;3753;4120333
SP;Pradópolis;Brazil;21496;3540903
MG;Prados;Brazil;9031;3152709
SP;Praia Grande;Brazil;325073;3541000
SC;Praia Grande;Brazil;7319;4213807
TO;Praia Norte;Brazil;8432;1718303
PA;Prainha;Brazil;29866;1506005
PR;Pranchita;Brazil;5157;4120358
PB;Prata;Brazil;4209;2512200
MG;Prata;Brazil;27856;3152808
PI;Prata do Piauí;Brazil;3151;2208601
SP;Pratânia;Brazil;5261;3541059
MG;Pratápolis;Brazil;8603;3152907
MG;Pratinha;Brazil;3603;3153004
SP;Presidente Alves;Brazil;4094;3541109
MG;Presidente Bernardes;Brazil;5369;3153103
SP;Presidente Bernardes;Brazil;13106;3541208
SC;Presidente Castello Branco;Brazil;1568;4213906
PR;Presidente Castelo Branco;Brazil;5306;4120408
MA;Presidente Dutra;Brazil;47804;2109106
BA;Presidente Dutra;Brazil;15142;2925600
SP;Presidente Epitácio;Brazil;44200;3541307
AM;Presidente Figueiredo;Brazil;36279;1303536
SC;Presidente Getúlio;Brazil;17471;4214003
BA;Presidente Jânio Quadros;Brazil;12338;2925709
MA;Presidente Juscelino;Brazil;12734;2109205
MG;Presidente Juscelino;Brazil;3641;3153202
TO;Presidente Kennedy;Brazil;3684;1718402
ES;Presidente Kennedy;Brazil;11574;3204302
MG;Presidente Kubitschek;Brazil;3002;3153301
RS;Presidente Lucena;Brazil;2901;4315149
RO;Presidente Médici;Brazil;18986;1100254
MA;Presidente Médici;Brazil;7015;2109239
SC;Presidente Nereu;Brazil;2287;4214102
MG;Presidente Olegário;Brazil;19573;3153400
SP;Presidente Prudente;Brazil;228743;3541406
MA;Presidente Sarney;Brazil;18918;2109270
BA;Presidente Tancredo Neves;Brazil;27719;2925758
MA;Presidente Vargas;Brazil;11193;2109304
SP;Presidente Venceslau;Brazil;39516;3541505
PA;Primavera;Brazil;10825;1506104
PE;Primavera;Brazil;14966;2611408
RO;Primavera de Rondônia;Brazil;2856;1101476
MT;Primavera do Leste;Brazil;62019;5107040
MA;Primeira Cruz;Brazil;15315;2109403
PR;Primeiro de Maio;Brazil;11123;4120507
SC;Princesa;Brazil;2924;4214151
PB;Princesa Isabel;Brazil;23345;2512309
GO;Professor Jamil;Brazil;3223;5218391
RS;Progresso;Brazil;6244;4315156
SP;Promissão;Brazil;40432;3541604
SE;Propriá;Brazil;29626;2805703
RS;Protásio Alves;Brazil;1947;4315172
MG;Prudente de Morais;Brazil;10733;3153608
PR;Prudentópolis;Brazil;52241;4120606
TO;Pugmil;Brazil;2688;1718451
RN;Pureza;Brazil;9621;2410405
RS;Putinga;Brazil;3919;4315206
PB;Puxinanã;Brazil;13680;2512408
SP;Quadra;Brazil;3804;3541653
RS;Quaraí;Brazil;22687;4315305
MG;Quartel Geral;Brazil;3563;3153707
PR;Quarto Centenário;Brazil;4512;4120655
SP;Quatá;Brazil;14109;3541703
PR;Quatiguá;Brazil;7449;4120705
PA;Quatipuru;Brazil;13608;1506112
RJ;Quatis;Brazil;14302;3304128
PR;Quatro Barras;Brazil;23559;4120804
RS;Quatro Irmãos;Brazil;1849;4315313
PR;Quatro Pontes;Brazil;4015;4120853
AL;Quebrangulo;Brazil;11294;2707602
PR;Quedas do Iguaçu;Brazil;34103;4120903
PI;Queimada Nova;Brazil;8992;2208650
PB;Queimadas;Brazil;43967;2512507
BA;Queimadas;Brazil;25439;2925808
RJ;Queimados;Brazil;150319;3304144
SP;Queiroz;Brazil;3406;3541802
SP;Queluz;Brazil;13420;3541901
MG;Queluzito;Brazil;1939;3153806
MT;Querência;Brazil;17479;5107065
PR;Querência do Norte;Brazil;12206;4121000
RS;Quevedos;Brazil;2788;4315321
BA;Quijingue;Brazil;27580;2925907
SC;Quilombo;Brazil;9887;4214201
PR;Quinta do Sol;Brazil;4573;4121109
SP;Quintana;Brazil;6638;3542008
RS;Quinze de Novembro;Brazil;3796;4315354
PE;Quipapá;Brazil;26037;2611507
GO;Quirinópolis;Brazil;50065;5218508
RJ;Quissamã;Brazil;24700;3304151
PR;Quitandinha;Brazil;19049;4121208
CE;Quiterianópolis;Brazil;21084;2311264
PB;Quixaba;Brazil;1956;2512606
